"","X","sub","item","cond.x","seq","SFIX","EFIX","xPos","yPos","fix_num","fix_dur","sacc_dur","sent","line","word","word.1","char_trial","char_line","wordID","land_pos","sacc_len","outOfBnds","outsideText","time_since_start","reMapped","word_line","max_char_line","regress","regress2nd","Rtn_sweep","Rtn_sweep_type","filename","prev_RS","next_RS","prevChar","nextChar","prevX","nextX","prevY","prev_max_char_line","launchSite","landStart","undersweep_prob","prevEFIX","...1","Bnd_loc","tCross","tStarted","tCompleted","tChange","tActualChange","nextFlag","tNextFlag","tChangetoFixOnset","tChangetoFixOnset_VD","started_afterEFIX","DS_in_RS","cond.y","offset","Rtnsweep_land_char","corr_sacc_land","corr_sacc_land_char"
"69",655,1,69,3,31,1795887,1796100,366.6,677.8,6,213,66,1,2,14,14,62,7,"high",1,41,0,0,1656,0,3,63,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT1.asc",0,0,48,15,1100.6,508.8,471.9,55,7,7,0,1795820,31,618,1795857,1795860,1795863,3,6,"SFIX",1795887,-24,-16,TRUE,1,3,297,4,NA,NA
"70",1576,1,70,1,70,2970693,2971001,375.7,736.8,11,308,76,1,2,15,15,70,4,"huge",2,61,0,0,2671,0,2,68,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT1.asc",0,0,65,13,1483.3,533.4,527.8,66,1,4,0,2970616,70,618,2970646,2970650,2970651,1,5,"SFIX",2970693,-42,-34,TRUE,1,1,316,4,NA,NA
"71",616,1,71,2,29,1761986,1762113,358.4,640.4,10,127,78,1,2,13,13,64,9,"after",4,42,0,0,2842,0,2,43,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT1.asc",0,0,51,4,1118,264.7,472.5,55,4,9,1,1761907,29,618,1761957,1761959,1761960,1,3,"SFIX",1761986,-26,-18,TRUE,1,2,149,12,264.7,7
"72",1502,1,72,3,67,2921503,2921697,395.9,725.2,8,194,85,1,2,13,13,72,6,"for",0,58,0,0,2269,0,2,42,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT1.asc",0,0,64,14,1453.8,548.5,485.5,66,2,6,0,2921417,67,618,2921455,2921458,2921459,1,4,"SFIX",2921503,-44,-36,TRUE,1,3,358,3,NA,NA
"73",77,1,73,1,4,1308489,1308643,455.3,696,7,154,61,1,2,9,9,59,6,"was",2,44,0,0,1929,0,2,42,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT1.asc",0,0,50,4,1240.1,409.9,476.1,53,3,6,1,1308427,4,618,1308458,1308461,1308462,1,4,"SFIX",1308489,-27,-19,TRUE,1,1,356,6,409.9,3
"74",2011,1,74,2,89,3382401,3382536,328.6,701.6,9,135,73,1,2,12,12,72,6,"pulled",6,55,0,0,6188,0,1,35,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT1.asc",0,0,61,2,1315.9,259,487,66,5,6,1,3382327,89,618,3382355,3382359,3382360,1,5,"SFIX",3382401,-41,-33,TRUE,1,2,170,9,259,5
"75",1766,1,75,3,78,3173123,3173350,365.7,648.7,7,227,66,1,2,11,11,62,9,"the",2,40,0,0,3068,0,2,37,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT1.asc",0,0,49,19,1088.3,537.7,482.3,53,4,9,0,3173056,78,618,3173091,3173095,3173096,1,5,"SFIX",3173123,-27,-19,TRUE,1,3,261,6,NA,NA
"76",1882,1,76,1,83,3308173,3308317,467.9,702.4,12,144,66,1,2,13,13,73,8,"look",3,NA,0,0,3326,0,2,45,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT1.asc",0,0,NA,7,1508.1,449.7,478.5,65,NA,8,1,3308106,83,618,3308148,3308152,3308155,3,7,"SFIX",3308173,-18,-10,TRUE,1,1,327,8,449.7,7
"77",1012,1,77,2,45,2273852,2273971,528.2,668,8,119,64,1,2,12,12,63,8,"strong",3,42,0,0,1812,0,2,39,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT1.asc",0,0,50,4,1293.9,452,494.6,55,5,8,1,2273787,45,618,2273817,2273820,2273827,7,10,"SFIX",2273852,-25,-17,TRUE,1,2,343,11,452,7
"78",432,1,78,3,20,1607393,1607604,450.5,730,11,211,78,1,2,13,13,73,7,"solo",1,NA,0,0,3241,1,2,38,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT1.asc",0,0,NA,14,1552.9,582.1,525.4,66,NA,7,0,1607314,20,618,1607344,1607348,1607349,1,5,"SFIX",1607393,-44,-36,TRUE,1,3,397,3,NA,NA
"79",294,1,79,1,14,1494864,1494991,474.8,662.8,10,127,53,1,2,13,13,64,11,"after",3,37,0,0,2971,0,2,44,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT1.asc",0,0,48,4,1137.8,338,479.8,53,5,11,1,1494810,14,618,1494843,1494846,1494848,2,5,"SFIX",1494864,-16,-8,TRUE,1,1,282,11,338,4
"80",230,1,80,2,11,1427654,1427781,389.7,716.7,9,127,91,1,2,14,14,75,10,"is",1,50,0,0,2707,0,3,37,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT1.asc",0,0,60,2,1300.1,250.7,468.4,65,5,10,1,1427562,11,618,1427622,1427626,1427627,1,5,"SFIX",1427654,-27,-19,TRUE,1,2,171,13,250.7,5
"81",1216,1,81,3,54,2519377,2519616,440.5,667.2,8,239,54,1,2,12,12,64,10,"parents",4,37,0,0,2702,0,2,60,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT1.asc",0,0,47,11,1108.9,453.4,495.3,54,7,10,0,2519322,54,618,2519360,2519364,2519365,1,5,"SFIX",2519377,-12,-4,TRUE,1,3,323,7,NA,NA
"82",1525,1,82,1,68,2937911,2938046,320.2,722.5,10,135,85,1,2,12,12,71,6,"she",0,49,0,0,2817,0,2,66,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT1.asc",0,0,55,3,1210.7,269.1,488.8,65,10,6,1,2937825,68,618,2937862,2937866,2937867,1,5,"SFIX",2937911,-44,-36,TRUE,1,1,225,6,269.1,3
"83",1194,1,83,2,53,2474563,2474708,442.3,651.7,9,145,71,1,2,12,12,61,6,"charity",2,48,0,0,2728,0,2,57,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT1.asc",0,0,54,NA,1292.2,332.2,496.1,55,1,6,1,2474491,53,618,2474533,2474536,2474538,2,5,"SFIX",2474563,-25,-17,TRUE,1,2,284,9,332.2,3
"84",684,1,84,3,32,1812041,1812276,408.6,730.4,10,235,84,1,2,13,13,73,7,"three",2,57,0,0,2575,0,2,66,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT1.asc",0,0,64,13,1442.3,520.2,516.6,66,2,7,0,1811956,32,618,1812002,1812005,1812009,4,7,"SFIX",1812041,-32,-24,TRUE,1,3,346,4,NA,NA
"85",34,1,85,1,2,1284411,1284538,466.3,673.3,10,127,61,1,2,12,12,62,7,"he",2,46,0,0,2779,0,2,49,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT1.asc",0,0,53,1,1292.4,366,495,55,2,7,1,1284349,2,618,1284380,1284384,1284385,1,5,"SFIX",1284411,-26,-18,TRUE,1,1,349,7,366,1
"86",1480,1,86,2,66,2914223,2914341,424,689.2,11,118,70,1,2,16,16,76,11,"designed",3,54,0,0,2596,0,3,46,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT1.asc",0,0,65,4,1392.4,294.6,478.7,65,0,11,1,2914152,66,618,2914193,2914197,2914198,1,5,"SFIX",2914223,-25,-17,TRUE,1,2,183,14,294.6,7
"87",855,1,87,3,39,2141063,2141324,414.2,672.4,15,261,67,1,2,14,14,60,6,"he",0,46,0,0,8736,0,2,63,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT1.asc",0,0,52,17,1230.2,595.9,476.4,54,2,6,0,2140995,39,618,2141028,2141032,2141033,1,5,"SFIX",2141063,-30,-22,TRUE,1,3,362,3,NA,NA
"88",403,1,88,1,19,1597562,1597708,489.8,728.3,10,146,69,1,2,13,13,71,6,"our",1,52,0,0,2930,0,2,62,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT1.asc",0,0,58,4,1439.8,462,515.5,65,7,6,1,1597492,19,618,1597523,1597527,1597533,6,10,"SFIX",1597562,-29,-21,TRUE,1,1,399,6,462,4
"89",499,1,89,2,23,1693046,1693189,456.7,686.8,9,143,78,1,2,12,12,58,4,"had",0,45,0,0,2704,0,2,44,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT1.asc",0,0,49,NA,1266.9,380.1,505,54,5,4,1,1692967,23,618,1692999,1693001,1693003,2,4,"SFIX",1693046,-43,-35,TRUE,1,2,337,7,380.1,3
"90",1436,1,90,3,64,2879772,2880026,458.8,704.2,9,254,86,1,2,12,12,71,6,"fluently,",6,NA,0,0,2399,0,1,66,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT1.asc",0,0,NA,18,1524.4,673.7,518.1,65,NA,6,0,2879685,64,618,2879723,2879727,2879734,7,11,"SFIX",2879772,-38,-30,TRUE,1,3,408,3,NA,NA
"91",3689,2,1,2,52,6033246,6033357,504.6,739.8,8,111,52,1,2,12,12,64,10,"fans",4,42,0,0,2239,0,2,63,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,0,52,4,1267.4,394,557.1,54,2,10,1,6033193,142,618,6033225,6033228,6033230,2,5,"SFIX",6033246,-16,-8,TRUE,1,2,283,13,394,7
"92",2355,2,2,3,9,4944044,4944210,414.7,755.5,14,166,24,1,2,15,15,75,8,"busy",0,7,0,0,3374,0,3,42,1,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT2.asc",0,1,67,15,1482.9,551.4,505.4,67,27,8,NA,4943886,99,618,4942716,4942730,4942735,5,19,"SFIX",4942837,-102,-94,FALSE,0,3,341,5,NA,NA
"93",2044,2,3,1,1,4701279,4701396,416.3,747.6,7,117,53,1,2,13,13,64,9,"festival",3,42,0,0,4112,0,2,49,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,0,51,5,1173.5,330.8,582.5,55,4,9,1,4701225,91,618,4701244,4701247,4701249,2,5,"SFIX",4701279,-30,-22,TRUE,1,1,258,9,330.8,5
"94",3466,2,4,2,44,5782455,5782556,588.1,732,7,101,59,1,2,15,15,82,15,"enjoyed",7,48,0,0,2953,0,3,40,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,0,63,6,1460,421.9,556.3,67,4,15,1,5782395,134,618,5782421,5782425,5782427,2,6,"SFIX",5782455,-28,-20,TRUE,1,2,276,18,421.9,9
"95",2398,2,5,3,10,4958162,4958251,565.6,678.5,8,89,51,1,2,14,14,72,17,"the",3,32,0,0,2470,0,4,47,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,0,49,10,1142.3,439.6,497.7,55,6,17,1,4958110,100,618,4958138,4958142,4958143,1,5,"SFIX",4958162,-19,-11,TRUE,1,3,332,13,439.6,6
"96",3354,2,6,1,41,5741301,5741384,489.9,728.4,13,83,51,1,2,14,14,79,13,"was",1,42,0,0,4268,0,3,53,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,0,55,6,1237.7,352.5,551.3,66,11,13,1,5741249,131,618,5740059,5740079,5740085,6,26,"SFIX",5740152,-67,-59,FALSE,0,1,260,13,352.5,6
"97",4611,2,7,2,85,6855952,6856051,475,708.1,6,99,62,1,2,14,14,63,9,"light",1,38,0,0,1681,0,3,40,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,0,47,2,1167.7,359.8,545.4,54,7,9,1,6855889,175,618,6855910,6855913,6855914,1,4,"SFIX",6855952,-38,-30,TRUE,1,2,275,12,359.8,5
"98",4715,2,8,3,89,6938204,6938292,414.1,675.1,8,88,61,1,2,17,17,77,12,"whole",2,42,0,0,2264,0,3,66,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,0,54,6,1157.2,298.1,488.6,65,11,12,1,6938142,179,618,6938182,6938186,6938187,1,5,"SFIX",6938204,-17,-9,TRUE,1,3,257,9,298.1,3
"99",2526,2,9,1,15,5090451,5090550,545.6,687.8,12,99,60,1,2,12,12,64,11,"barking",6,39,0,0,2515,0,2,39,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,0,50,6,1245.1,451.1,517.7,53,3,11,1,5090390,105,618,5090421,5090425,5090430,5,9,"SFIX",5090451,-21,-13,TRUE,1,1,361,11,451.1,6
"100",2729,2,10,2,21,5202544,5202625,566.9,693.5,14,81,60,1,2,16,16,78,12,"Massachusetts",3,50,0,0,3846,0,3,45,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,0,62,3,1452.1,403.4,511.7,66,4,12,1,5202483,111,618,5202518,5202522,5202527,5,9,"SFIX",5202544,-17,-9,TRUE,1,2,299,15,403.4,6
"101",2863,2,11,3,25,5245678,5245791,497.2,702,13,113,53,1,2,15,15,65,11,"they",3,20,0,0,3549,0,3,34,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,0,31,7,866.6,430.1,519.9,54,23,11,1,5245624,115,618,5244156,5244172,5244173,1,17,"SFIX",5244293,-120,-112,FALSE,0,3,367,8,430.1,4
"102",3162,2,12,1,35,5608242,5608348,363.2,763.9,14,106,25,1,2,15,15,69,4,"move",4,8,0,0,3284,0,1,46,1,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,1,62,NA,1407.7,294.4,584.4,65,34,4,NA,5608068,125,618,5608086,5608090,5608092,2,6,"SFIX",5608139,-47,-39,TRUE,1,1,300,4,294.4,0
"103",3494,2,13,2,45,5793328,5793483,288.9,738.7,10,155,24,2,2,12,12,59,4,"he",1,8,0,0,2225,0,2,46,1,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,1,47,NA,1063.4,215.7,524.7,55,34,4,NA,5793164,135,618,5793187,5793190,5793196,6,9,"SFIX",5793225,-29,-21,TRUE,1,2,174,7,215.7,3
"104",4380,2,14,3,78,6726412,6726539,473.3,766.8,15,127,31,1,2,14,14,71,6,"had",2,7,0,0,3560,0,2,56,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT2.asc",0,1,62,20,1481,727.4,534.6,65,43,6,NA,6726028,168,618,6726264,6726271,6726272,1,8,"SFIX",6726312,-40,-32,TRUE,1,3,436,3,NA,NA
"105",2900,2,15,1,26,5266510,5266609,498.5,689.9,15,99,65,1,2,15,14,64,11,"in",0,39,0,0,4131,1,3,47,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,0,50,4,1211.3,379.2,526.9,53,3,11,1,5266444,116,618,5266056,5266064,5266065,1,9,"SFIX",5266089,-24,-16,FALSE,0,1,319,10,379.2,4
"106",4346,2,16,2,77,6649638,6649744,372.4,738,12,106,58,1,2,15,15,77,10,"probably",6,49,0,0,2754,0,2,67,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,0,59,4,1258.2,262.7,542.8,67,8,10,1,6649579,167,618,6648189,6648205,6648206,1,17,"SFIX",6648306,-100,-92,FALSE,0,2,150,13,262.7,7
"107",3517,2,17,3,46,5866225,5866358,513.8,693.3,8,133,65,1,2,12,12,63,9,"bothered",5,38,0,0,1773,0,2,61,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,0,47,6,1198.1,466,537.6,54,7,9,1,5866159,136,618,5866187,5866191,5866194,3,7,"SFIX",5866225,-31,-23,TRUE,1,3,414,6,466,3
"108",2581,2,18,1,17,5121363,5121454,490.4,737.1,14,91,71,1,2,18,18,78,13,"towards",2,49,0,0,3495,0,3,47,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,0,62,6,1361,369.3,544.9,65,3,13,1,5121291,107,618,5120788,5120795,5120796,1,8,"SFIX",5120820,-24,-16,FALSE,0,1,263,13,369.3,6
"109",2074,2,19,2,2,4744028,4744119,525.9,694.1,9,91,49,1,2,13,13,65,11,"forgotten",7,38,0,0,2647,0,2,43,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,0,49,5,1201.1,402.7,515.1,54,5,11,1,4743978,92,618,4744007,4744011,4744012,1,5,"SFIX",4744028,-16,-8,TRUE,1,2,277,14,402.7,7
"110",3857,2,20,3,57,6106266,6106458,338.3,716.3,13,192,75,1,2,13,13,73,7,"a",0,57,0,0,3316,0,3,37,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT2.asc",0,0,64,16,1359,504.6,532.7,66,2,7,0,6106101,147,618,6106226,6106229,6106231,2,5,"SFIX",6106266,-35,-27,TRUE,1,3,275,4,NA,NA
"111",3878,2,21,1,58,6135145,6135239,452.8,719.9,9,94,52,1,2,14,14,65,11,"flushed",3,39,0,0,2089,0,3,39,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,0,50,5,1156.6,343.7,539.2,54,4,11,1,6135092,148,618,6135116,6135120,6135121,1,5,"SFIX",6135145,-24,-16,TRUE,1,1,262,11,343.7,5
"112",2125,2,22,2,3,4773249,4773342,548,719.2,16,93,60,1,2,18,18,79,12,"argue",5,49,0,0,4512,0,3,36,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,0,61,4,1427.4,399.3,536.7,67,6,12,1,4773188,93,618,4773217,4773219,4773221,2,4,"SFIX",4773249,-28,-20,TRUE,1,2,279,15,399.3,7
"113",4071,2,23,3,66,6414739,6414840,505.3,772.4,11,101,64,1,2,16,16,69,15,"biological",4,NA,0,0,2703,0,4,46,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,0,NA,9,1237.3,395.3,571.5,54,NA,15,1,6414674,156,618,6413068,6413080,6413082,2,14,"SFIX",6413200,-118,-110,FALSE,0,3,302,12,395.3,6
"114",3400,2,24,1,42,5758779,5758862,467.6,709,19,83,71,1,2,14,14,74,9,"disappointed",4,52,0,0,4567,0,2,69,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,0,61,2,1397.8,335.2,525,65,4,9,1,5758707,132,618,5757288,5757296,5757297,1,9,"SFIX",5757322,-25,-17,FALSE,0,1,310,9,335.2,2
"115",3133,2,25,2,34,5572279,5572375,453.8,670.6,8,96,57,1,2,13,13,66,12,"by",0,37,0,0,2833,0,3,45,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,0,49,4,1122.4,319,499.9,54,5,12,1,5572221,124,618,5572251,5572253,5572256,3,5,"SFIX",5572279,-23,-15,TRUE,1,2,198,15,319,7
"116",2694,2,26,3,20,5170557,5170681,501.1,724.6,13,124,61,1,2,16,16,77,12,"parents",2,53,0,0,3330,0,3,52,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,0,65,8,1443.2,427.5,553.4,65,0,12,1,5170495,110,618,5169975,5169988,5169989,1,14,"SFIX",5170125,-136,-128,FALSE,0,3,340,9,427.5,5
"117",2245,2,27,1,6,4815801,4815903,553.3,718.1,9,102,63,1,2,12,12,67,12,"and",1,42,0,0,2463,0,2,63,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,0,54,7,1310.5,461.3,555.8,55,1,12,1,4815737,96,618,4815762,4815765,4815768,3,6,"SFIX",4815801,-33,-25,TRUE,1,1,353,12,461.3,7
"118",4740,2,28,2,90,6962053,6962157,423.1,761.1,8,104,65,1,2,13,13,76,11,"but",1,50,0,0,3845,0,2,70,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,0,61,5,1312.2,311.8,571.9,65,4,11,1,6961987,180,618,6962005,6962009,6962015,6,10,"SFIX",6962053,-38,-30,TRUE,1,2,174,14,311.8,8
"119",4238,2,29,3,73,6563322,6563409,634.8,688.1,13,87,52,1,2,12,12,67,14,"the",2,37,0,0,3856,0,3,68,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,0,51,9,1288.8,541.2,555.1,53,2,14,1,6563269,163,618,6563291,6563293,6563295,2,4,"SFIX",6563322,-27,-19,TRUE,1,3,440,11,541.2,6
"120",3558,2,30,1,47,5901047,5901198,448.2,758.6,11,151,73,1,2,14,14,75,8,"the",1,59,0,0,3759,0,2,40,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,0,67,5,1502.9,384.7,544.2,67,0,8,1,5900973,137,618,5901009,5901013,5901019,6,10,"SFIX",5901047,-28,-20,TRUE,1,1,311,8,384.7,5
"121",2552,2,31,2,16,5099829,5099917,469,673.4,15,88,63,1,2,13,13,67,14,"already",7,38,0,0,3352,0,3,70,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,0,52,6,1145.5,330.7,542.7,53,1,14,1,5099765,106,618,5099798,5099801,5099807,6,9,"SFIX",5099829,-22,-14,TRUE,1,2,173,17,330.7,9
"122",3094,2,32,3,32,5542170,5542271,616.3,718.7,10,101,64,1,2,16,16,81,14,"whole",4,53,0,0,2468,0,3,46,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,0,67,7,1573.2,493.9,539.1,67,0,14,1,5542105,122,618,5541577,5541600,5541604,4,27,"SFIX",5541731,-127,-119,FALSE,0,3,429,11,493.9,4
"123",3666,2,33,1,51,6024368,6024452,691.9,728.4,8,84,63,1,2,13,13,71,18,"garden",6,34,0,0,1788,0,4,45,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,0,52,9,1302.8,537.9,565,53,1,18,1,6024304,141,618,6024322,6024325,6024326,1,4,"SFIX",6024368,-42,-34,TRUE,1,1,377,18,537.9,9
"124",3813,2,34,2,56,6091479,6091593,334.8,706.7,16,114,30,1,2,14,14,71,5,"were",1,6,0,0,5052,0,2,55,1,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,1,57,2,1265,286.7,485.8,66,44,5,NA,6091309,146,618,6091342,6091346,6091347,1,5,"SFIX",6091375,-28,-20,TRUE,1,2,202,8,286.7,5
"125",3949,2,35,3,61,6344094,6344304,350.1,710.9,7,210,26,1,2,12,12,61,7,"inside",0,7,0,0,1861,0,2,51,1,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT2.asc",0,1,48,20,1078.6,581.6,515.2,54,37,7,NA,6343928,151,618,6343955,6343958,6343960,2,5,"SFIX",6343991,-31,-23,TRUE,1,3,282,4,NA,NA
"126",4141,2,36,1,69,6451716,6451828,542.9,741.2,7,112,75,1,2,14,14,76,11,"overlooking",11,51,0,0,1896,0,1,52,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,0,62,5,1454.3,432,555.1,65,3,11,1,6451640,159,618,6450789,6450805,6450809,4,20,"SFIX",6450904,-95,-87,FALSE,0,1,354,11,432,5
"127",4121,2,37,2,68,6443717,6443857,378.5,718.4,9,140,62,1,2,12,12,61,6,"be",0,41,0,0,2198,0,2,49,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,0,47,2,1114.5,292.6,537.7,55,8,6,1,6443654,158,618,6442478,6442490,6442491,1,13,"SFIX",6442608,-117,-109,FALSE,0,2,220,9,292.6,5
"128",4638,2,38,3,86,6864112,6864286,446.5,674.4,12,174,72,1,2,18,18,74,8,"park",1,56,0,0,2544,0,3,49,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,0,64,5,1445,381.3,489.8,66,2,8,1,6864039,176,618,6863392,6863398,6863401,3,9,"SFIX",6863444,-43,-35,FALSE,0,3,361,5,381.3,2
"129",3716,2,39,1,53,6041958,6042049,383.6,711.3,8,91,66,1,2,14,14,64,10,"a",0,41,0,0,1984,0,3,45,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,0,51,5,1117.6,290.7,514.7,54,3,10,1,6041891,143,618,6041921,6041924,6041927,3,6,"SFIX",6041958,-31,-23,TRUE,1,1,205,10,290.7,5
"130",4213,2,40,2,72,6549265,6549374,396.2,723.8,8,109,63,1,2,13,13,76,11,"another",6,50,0,0,1736,0,2,32,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,0,61,4,1288.3,263,517.2,65,4,11,1,6549103,162,618,6549233,6549238,6549239,1,6,"SFIX",6549265,-26,-18,TRUE,1,2,148,14,263,7
"131",3312,2,41,3,40,5705999,5706096,603.1,714.5,9,97,64,1,2,16,16,67,12,"have",1,37,0,0,2004,0,4,42,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,0,49,5,1267.3,478.9,545,55,6,12,1,5705934,130,618,5705960,5705963,5705968,5,8,"SFIX",5705999,-31,-23,TRUE,1,3,451,9,478.9,2
"132",3291,2,42,1,39,5667982,5668088,499.4,752.5,8,106,60,1,2,17,17,80,15,"scene",0,47,0,0,2272,0,4,41,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,0,62,6,1342.3,346.2,536.4,65,3,15,1,5667921,129,618,5667952,5667955,5667958,3,6,"SFIX",5667982,-24,-16,TRUE,1,1,241,15,346.2,6
"133",4038,2,43,2,65,6401595,6401702,402.9,764.9,7,107,68,1,2,10,10,63,11,"cocktails",1,38,0,0,1962,0,2,43,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,0,49,5,1088.9,288.9,552.2,52,3,11,1,6401526,155,618,6401546,6401548,6401550,2,4,"SFIX",6401595,-45,-37,TRUE,1,2,159,14,288.9,8
"134",2930,2,44,3,27,5280772,5280875,534.5,712.6,9,103,61,1,2,10,10,66,11,"teacher",3,38,0,0,2673,0,2,44,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,0,49,6,1225.1,452,542.2,55,6,11,1,5280710,117,618,5280737,5280741,5280744,3,7,"SFIX",5280772,-28,-20,TRUE,1,3,408,8,452,3
"135",4414,2,45,1,79,6738590,6738679,582.3,721.9,10,89,71,1,2,13,13,79,13,"burglar",5,52,0,0,2588,0,2,54,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,0,65,6,1513.7,465.9,556.4,66,1,13,1,6738518,169,618,6738544,6738546,6738548,2,4,"SFIX",6738590,-42,-34,TRUE,1,1,361,13,465.9,6
"136",4265,2,46,2,74,6586608,6586723,373.5,744.4,8,115,58,1,2,12,12,67,10,"juvenile",1,43,0,0,1726,0,2,51,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,0,53,4,1151.8,268.7,559.8,57,4,10,1,6586549,164,618,6586578,6586581,6586582,1,4,"SFIX",6586608,-26,-18,TRUE,1,2,149,13,268.7,7
"137",2477,2,47,3,13,5069779,5069967,457.4,714.5,14,188,27,1,2,15,15,68,6,"perfect",6,8,0,0,2777,0,1,49,1,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT2.asc",0,1,59,18,1402.6,663.5,526.6,62,35,6,NA,5069616,103,618,5069657,5069661,5069662,1,5,"SFIX",5069678,-16,-8,TRUE,1,3,406,3,NA,NA
"138",4667,2,48,1,87,6911640,6911748,331.4,660.6,8,108,60,1,2,9,9,55,8,"fantastic",8,35,0,0,2834,0,1,47,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT2.asc",0,0,43,4,966.2,254.3,505.8,47,4,8,1,6911579,177,618,6911608,6911612,6911616,4,8,"SFIX",6911640,-24,-16,TRUE,1,1,200,8,254.3,4
