"","X","sub","item","cond.x","seq","SFIX","EFIX","xPos","yPos","fix_num","fix_dur","sacc_dur","sent","line","word","word.1","char_trial","char_line","wordID","land_pos","sacc_len","outOfBnds","outsideText","time_since_start","reMapped","word_line","max_char_line","regress","regress2nd","Rtn_sweep","Rtn_sweep_type","filename","prev_RS","next_RS","prevChar","nextChar","prevX","nextX","prevY","prev_max_char_line","launchSite","landStart","undersweep_prob","prevEFIX","...1","Bnd_loc","tCross","tStarted","tCompleted","tChange","tActualChange","nextFlag","tNextFlag","tChangetoFixOnset","tChangetoFixOnset_VD","started_afterEFIX","DS_in_RS","cond.y","offset","Rtnsweep_land_char","corr_sacc_land","corr_sacc_land_char"
"2950",63651,35,27,1,32,5305584,5305764,406.5,752,6,180,56,1,2,11,11,61,6,"restaurant",6,45,0,0,1474,0,1,63,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,51,18,1221.6,635.2,525.5,55,4,6,0,5305527,3092,618,5305551,5305554,5305558,4,7,"SFIX",5305584,-26,-18,TRUE,1,1,315,6,NA,NA
"2951",83618,35,28,2,6,4581831,4582126,368.1,736.6,8,295,59,1,2,12,12,69,4,"overseas,",4,58,0,0,2894,0,1,70,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,62,15,1406.4,568.5,554.3,65,3,4,0,4581771,3066,618,4581794,4581797,4581798,1,4,"SFIX",4581831,-33,-25,TRUE,1,2,249,7,NA,NA
"2952",93628,35,29,3,19,4829625,4829790,404.2,687.5,9,165,52,1,2,10,10,60,7,"because",7,44,0,0,2945,0,1,68,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,51,18,1190,605.3,459.6,53,2,7,0,4829572,3079,618,4829602,4829605,4829606,1,4,"SFIX",4829625,-19,-11,TRUE,1,3,341,4,NA,NA
"2953",123043,35,30,1,43,5521373,5521562,560.3,691.4,12,189,56,1,2,14,14,77,10,"the",3,53,0,0,3212,0,2,40,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT35.asc",0,0,26,6,846.3,491.3,613.4,67,4,10,NA,5521316,3103,618,5520075,5520098,5520103,5,28,"SFIX",5520193,-90,-82,FALSE,0,1,388,10,491.3,6
"2954",162734,35,31,2,61,5909456,5909645,445.7,706,16,189,54,1,2,12,12,56,3,"was",0,35,0,0,4898,0,2,70,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,38,12,1070.1,605.3,491.6,53,15,3,0,5909401,3121,618,5906325,5906370,5906371,1,46,"SFIX",5906384,-13,-5,FALSE,0,2,344,6,NA,NA
"2955",132828,35,32,3,24,4949788,4950028,461.9,734.2,13,240,59,1,2,16,16,79,12,"whole",2,55,0,0,4011,0,3,46,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT35.asc",0,0,67,11,1456.5,450.4,536.3,67,0,12,1,4949728,3084,618,4947606,4947615,4947616,1,10,"SFIX",4947839,-223,-215,FALSE,0,3,315,9,450.4,8
"2956",73641,35,33,1,28,5054804,5055023,458.6,674.3,7,219,52,1,2,12,12,61,8,"the",0,42,0,0,1948,0,3,45,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,50,14,1220.7,563.9,486.5,53,3,8,0,5054751,3088,618,5054789,5054791,5054792,1,3,"SFIX",5054804,-12,-4,TRUE,1,1,330,8,NA,NA
"2957",93666,35,34,2,57,5826803,5826946,603.9,737.6,9,143,27,1,2,15,15,81,15,"visiting",6,6,0,0,2660,0,3,55,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT35.asc",0,1,60,5,1420.7,430,544.6,66,46,15,NA,5826373,3117,618,5826384,5826387,5826390,3,6,"SFIX",5826723,-333,-325,TRUE,1,2,289,18,430,8
"2958",93638,35,35,3,29,5236264,5236457,373.5,770.4,9,193,57,1,2,11,11,60,6,"jumped",6,35,0,0,2168,0,1,51,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,41,14,1010.3,529.1,528.1,54,13,6,0,5236206,3089,618,5236225,5236228,5236230,2,5,"SFIX",5236264,-34,-26,TRUE,1,3,335,3,NA,NA
"2959",73700,35,36,1,87,6689826,6690185,483.8,740.9,7,359,66,1,2,14,14,75,10,"overlooking",10,52,0,0,1832,0,1,52,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,62,16,1417.3,600.5,550,65,3,10,0,6689759,3147,618,6689782,6689784,6689785,1,3,"SFIX",6689826,-41,-33,TRUE,1,1,315,10,NA,NA
"2960",73660,35,37,2,47,5630125,5630329,262.5,721,7,251,8,1,2,11,11,58,3,"could",3,1,0,0,2255,0,1,49,0,NA,1,NA,"C:/Data/corr_sacc/asc/JITT35.asc",0,1,4,9,291.3,383.1,704.5,55,45,3,NA,5629714,3107,618,5629729,5629741,5629744,3,15,"SFIX",5630069,-325,-317,TRUE,1,2,172,6,NA,NA
"2961",93690,35,38,3,81,6594701,6594933,417.4,701.3,9,232,59,1,2,18,18,77,11,"park",4,54,0,0,3065,0,3,49,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,65,17,1384.9,536.3,517.1,66,1,11,0,6594641,3141,618,6593563,6593572,6593579,7,16,"SFIX",6593614,-35,-27,FALSE,0,3,286,8,NA,NA
"2962",73703,35,39,1,90,6755071,6755326,425.3,676.4,7,255,55,1,2,13,13,61,7,"and",1,42,0,0,1981,0,2,45,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,49,12,1176.5,519.1,486.6,54,5,7,0,6755015,3150,618,6755050,6755052,6755056,4,6,"SFIX",6755071,-15,-7,TRUE,1,1,312,7,NA,NA
"2963",83614,35,40,2,2,4496492,4496657,545.6,716.8,8,165,51,1,2,13,13,74,9,"another",4,44,0,0,2084,0,2,32,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,53,19,1332.4,725.7,515.9,65,12,9,0,4496440,3062,618,4496464,4496467,4496468,1,4,"SFIX",4496492,-24,-16,TRUE,1,2,337,12,NA,NA
"2964",63633,35,41,3,14,4711581,4711758,452.7,738.9,6,177,52,1,2,14,14,61,6,"said",3,41,0,0,1795,0,2,42,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,47,15,1200.1,614.6,541.6,55,8,6,0,4711528,3074,618,4711552,4711554,4711556,2,4,"SFIX",4711581,-25,-17,TRUE,1,3,416,3,NA,NA
"2965",281002,35,42,1,16,4766931,4767120,442.7,704.8,28,189,57,1,2,14,14,70,5,"arrived",5,51,0,0,6593,0,1,41,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT35.asc",0,0,56,3,1352.1,405,517.8,65,9,5,1,4766873,3076,618,4762364,4762375,4762379,4,15,"SFIX",4762551,-172,-164,FALSE,0,1,358,5,405,3
"2966",83647,35,43,2,35,5342227,5342426,334.3,757.9,8,199,63,1,2,9,9,55,3,"expensive",3,43,0,0,2308,0,1,43,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,46,10,1123.9,471.6,544,52,6,3,0,5341825,3095,618,5341837,5341849,5341850,1,13,"SFIX",5342004,-154,-146,TRUE,1,2,244,6,NA,NA
"2967",53640,35,44,3,13,4701736,4701882,441.8,739.3,5,146,53,1,2,9,9,61,6,"annoyed",6,43,0,0,1304,0,1,44,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,49,15,1226.2,602.7,524.7,55,6,6,0,4701682,3073,618,4701709,4701712,4701713,1,4,"SFIX",4701736,-23,-15,TRUE,1,3,402,3,NA,NA
"2968",113726,35,45,1,65,6140399,6140690,359.2,711.9,11,291,60,1,2,12,12,73,7,"devious",7,56,0,0,2992,0,1,54,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,63,16,1357.7,513.1,465.5,66,3,7,0,6140035,3125,618,6140051,6140059,6140062,3,11,"SFIX",6140249,-187,-179,TRUE,1,1,235,7,NA,NA
"2969",73661,35,46,2,48,5650746,5650978,444.9,724.5,7,232,64,1,2,11,11,64,7,"fearless",7,41,0,0,2327,0,1,51,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,48,13,1174.3,545,514.2,57,9,7,0,5650681,3108,618,5650711,5650713,5650714,1,3,"SFIX",5650746,-32,-24,TRUE,1,2,266,10,NA,NA
"2970",73654,35,47,3,41,5479588,5479719,405.3,743,7,131,60,1,2,15,15,67,5,"perfect",5,55,0,0,1966,0,1,49,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,60,15,1403.8,593.4,506.5,62,2,5,0,5479527,3101,618,5479556,5479557,5479560,3,4,"SFIX",5479588,-28,-20,TRUE,1,3,381,2,NA,NA
"2971",63708,35,48,1,89,6720712,6720942,503.6,685.7,6,230,53,1,2,9,9,55,8,"fantastic",8,37,0,0,1530,0,1,47,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,45,20,1170.3,731.8,493.6,47,2,8,0,6720658,3149,618,6720006,6720018,6720020,2,14,"SFIX",6720178,-158,-150,FALSE,0,1,374,8,NA,NA
"2972",103658,35,49,2,49,5674708,5674893,345.6,775.8,10,185,53,1,2,9,9,49,8,"generate",8,30,0,0,4520,0,1,56,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,38,8,901.3,361.5,548.6,41,3,8,0,5674654,3109,618,5674676,5674679,5674684,5,8,"SFIX",5674708,-24,-16,TRUE,1,2,166,10,NA,NA
"2973",93676,35,50,3,67,6210969,6211238,427.9,724.5,9,269,60,1,2,13,13,69,8,"fearless",8,51,0,0,3197,0,1,50,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,59,14,1344.4,535.1,528.1,61,2,8,0,6210908,3127,618,6210948,6210950,6210951,1,3,"SFIX",6210969,-18,-10,TRUE,1,3,344,5,NA,NA
"2974",53690,35,51,1,63,6094988,6095155,402.9,721.8,5,167,54,1,2,10,10,60,5,"stunning",5,45,0,0,1404,0,1,50,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,50,14,1200.6,568.6,492.1,55,5,5,0,6094933,3123,618,6094962,6094964,6094965,1,3,"SFIX",6094988,-23,-15,TRUE,1,1,319,5,NA,NA
"2975",83656,35,52,2,44,5552656,5552859,369.9,717.6,8,203,55,1,2,12,12,68,7,"powerful",7,47,0,0,2542,0,1,58,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,54,10,1215.4,421,521.4,61,7,7,0,5552600,3104,618,5551909,5551918,5551925,7,16,"SFIX",5552119,-194,-186,FALSE,0,2,205,10,NA,NA
"2976",53647,35,53,3,20,4853162,4853352,338.6,741.9,5,190,51,1,2,11,11,52,5,"sinister",5,33,0,0,1912,0,1,45,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,38,13,926.3,485.2,521.9,47,9,5,0,4853110,3080,618,4853135,4853138,4853139,1,4,"SFIX",4853162,-23,-15,TRUE,1,3,307,2,NA,NA
"2977",63701,35,54,1,82,6612300,6612546,457.3,738.6,6,246,60,1,2,11,11,62,6,"poisonous",6,47,0,0,1662,0,1,52,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,53,13,1293.1,585.8,546.5,56,3,6,0,6612239,3142,618,6611374,6611381,6611382,1,8,"SFIX",6611433,-51,-43,FALSE,0,1,353,6,NA,NA
"2978",103686,35,55,2,77,6454986,6455283,304,656.8,10,297,47,NA,2,NA,NA,NA,NA,NA,NA,NA,0,1,4510,NA,NA,45,NA,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,27,7,813,445.7,451.5,51,24,2,0,6454938,3137,618,6453673,6453682,6453685,3,12,"SFIX",6453874,-189,-181,FALSE,0,2,276,2,NA,NA
"2979",73664,35,56,3,51,5722382,5722597,488.6,709.8,7,215,56,1,2,10,10,59,6,"fabulous",6,42,0,0,1921,0,1,41,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,48,16,1249.8,666.2,524.4,53,5,6,0,5722325,3111,618,5722352,5722355,5722359,4,7,"SFIX",5722382,-23,-15,TRUE,1,3,445,3,NA,NA
"2980",63659,35,57,1,40,5468190,5468604,517.7,728.8,6,414,53,1,2,11,11,61,10,"alcohol",2,38,0,0,1675,0,2,38,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT35.asc",0,0,48,5,1203.4,442.4,505.7,51,3,10,1,5468136,3100,618,5468163,5468166,5468167,1,4,"SFIX",5468190,-23,-15,TRUE,1,1,355,10,442.4,5
"2981",53711,35,58,2,84,6644699,6644937,280.6,768.1,5,238,55,1,2,9,9,50,3,"internet",3,41,0,0,1418,0,1,32,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,44,11,1019.1,418.5,562.1,47,3,3,0,6644643,3144,618,6644662,6644665,6644671,6,9,"SFIX",6644699,-28,-20,TRUE,1,2,180,6,NA,NA
"2982",63683,35,59,3,64,6115763,6115944,426.3,714.9,6,181,55,1,2,12,12,57,8,"extremely",8,30,0,0,1434,0,1,39,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,38,21,977.1,653.7,518.8,49,11,8,0,6115707,3124,618,6115730,6115732,6115734,2,4,"SFIX",6115763,-29,-21,TRUE,1,3,348,5,NA,NA
"2983",83681,35,60,1,69,6277111,6277306,558.4,708,8,195,55,1,2,12,12,69,11,"decoration",0,46,0,0,1815,0,2,46,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,57,21,1383.6,732.8,522.7,58,1,11,0,6276987,3129,618,6276124,6276130,6276131,1,7,"SFIX",6276188,-57,-49,FALSE,0,1,371,11,NA,NA
"2984",152718,35,61,2,27,5018895,5019057,415.6,731.1,15,162,54,1,2,14,14,60,6,"gentle",2,40,0,0,4047,0,2,35,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,46,15,1126.8,575.4,536.1,54,8,6,0,5018840,3087,618,5016599,5016609,5016610,1,11,"SFIX",5016936,-326,-318,FALSE,0,2,257,9,NA,NA
"2985",113680,35,62,3,42,5503061,5503240,407,776.8,11,179,59,1,2,15,15,77,10,"the",3,48,0,0,2632,0,2,37,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,58,20,1262,573.7,547,67,9,10,0,5503001,3102,618,5503026,5503029,5503032,3,6,"SFIX",5503061,-29,-21,TRUE,1,3,286,7,NA,NA
"2986",103659,35,63,1,50,5711756,5711960,380.8,661,10,204,55,1,2,11,11,59,5,"preparation",2,44,0,0,2789,0,2,35,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,49,20,1157.4,633.5,457.6,54,5,5,0,5711700,3110,618,5711742,5711745,5711746,1,4,"SFIX",5711756,-10,-2,TRUE,1,1,292,5,NA,NA
"2987",93668,35,64,2,59,5870281,5870491,302,734,9,210,56,1,2,13,13,68,2,"and",2,38,0,0,2498,0,1,51,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,40,13,978.2,501.3,519.1,66,26,2,0,5870224,3119,618,5870248,5870252,5870256,4,8,"SFIX",5870281,-25,-17,TRUE,1,2,220,5,NA,NA
"2988",73639,35,65,3,26,4983017,4983236,382.8,750.7,7,219,48,1,2,13,13,64,10,"spirits",2,37,0,0,4366,0,3,44,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,47,18,1054.3,529.3,552.5,54,7,10,0,4982968,3086,618,4982988,4982991,4982992,1,4,"SFIX",4983017,-25,-17,TRUE,1,3,267,7,NA,NA
"2989",83666,35,66,1,54,5762117,5762606,427.1,731.4,8,489,65,1,2,17,17,73,7,"day",2,54,0,0,1864,0,2,54,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,61,20,1390.4,660.9,517.8,66,5,7,0,5762051,3114,618,5762082,5762083,5762085,2,3,"SFIX",5762117,-32,-24,TRUE,1,1,305,7,NA,NA
"2990",63687,35,67,2,68,6255220,6255364,307.7,705.5,6,144,49,1,2,12,12,59,5,"her",1,38,0,0,3701,0,2,45,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,43,12,995.2,436.8,532.6,54,11,5,0,6255170,3128,618,6254480,6254486,6254488,2,8,"SFIX",6254700,-212,-204,FALSE,0,2,168,8,NA,NA
"2991",113668,35,68,3,36,5379979,5380157,463.9,739.1,11,178,79,1,2,15,15,72,5,"in",0,61,0,0,3090,0,2,59,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,66,12,1559.2,601.3,521.7,67,1,5,0,5379451,3096,618,5379943,5379945,5379947,2,4,"SFIX",5379979,-32,-24,TRUE,1,3,441,2,NA,NA
"2992",63705,35,69,1,86,6674323,6674492,408.6,684,6,169,53,1,2,13,13,59,4,"so",1,43,0,0,1511,0,2,63,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,47,11,1185.2,537.7,500.2,55,8,4,0,6674269,3146,618,6674299,6674301,6674302,1,3,"SFIX",6674323,-21,-13,TRUE,1,1,352,4,NA,NA
"2993",113742,35,70,2,73,6358814,6359200,374,684.3,11,386,61,1,2,16,16,73,7,"commotion",0,58,0,0,3545,0,3,68,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,65,25,1424.8,689.5,494.9,66,1,7,0,6358752,3133,618,6358798,6358800,6358802,2,4,"SFIX",6358814,-12,-4,TRUE,1,2,204,10,NA,NA
"2994",73634,35,71,3,21,4887933,4888110,413.3,752.4,7,177,54,1,2,13,13,61,6,"after",1,43,0,0,1909,0,2,43,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,49,17,1197.2,611,536.5,55,6,6,0,4887567,3081,618,4887579,4887590,4887597,7,18,"SFIX",4887798,-201,-193,TRUE,1,3,370,3,NA,NA
"2995",113662,35,72,1,33,5314657,5314917,468,650.7,11,260,57,1,2,13,13,75,9,"for",3,40,0,0,3078,0,2,42,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT35.asc",0,0,49,5,1198.1,394.2,493.3,66,17,9,1,5314599,3093,618,5313789,5313800,5313802,2,13,"SFIX",5314008,-206,-198,FALSE,0,1,322,9,394.2,5
"2996",83682,35,73,2,70,6292132,6292346,422.4,736.3,8,214,64,1,2,9,9,57,4,"was",0,36,0,0,3123,0,2,42,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,40,17,1076.1,650,511.6,53,13,4,0,6292067,3130,618,6290735,6290742,6290743,1,8,"SFIX",6290900,-157,-149,FALSE,0,2,306,7,NA,NA
"2997",83700,35,74,3,88,6703263,6703449,370.9,699.3,8,186,60,1,2,12,12,72,6,"pulled",6,49,0,0,1963,0,1,35,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,55,19,1261.2,608.2,533.5,66,11,6,0,6703202,3148,618,6703232,6703235,6703236,1,4,"SFIX",6703263,-27,-19,TRUE,1,3,327,3,NA,NA
"2998",83623,35,75,1,11,4664113,4664306,341.3,721.4,8,193,50,1,2,11,11,60,7,"the",0,42,0,0,1860,0,2,37,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,49,18,1082.7,526.5,527.6,53,4,7,0,4664062,3071,618,4664084,4664087,4664088,1,4,"SFIX",4664113,-25,-17,TRUE,1,1,218,7,NA,NA
"2999",73644,35,78,1,31,5282061,5282250,453.7,704.9,7,189,58,1,2,12,12,71,5,"piano",5,55,0,0,2133,0,1,38,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,60,11,1444.5,568.4,500.8,66,6,5,0,5282002,3091,618,5282035,5282038,5282039,1,4,"SFIX",5282061,-22,-14,TRUE,1,1,376,5,NA,NA
"3000",93619,35,79,2,10,4641133,4641339,391.8,727.8,9,206,53,1,2,12,12,56,3,"shortly",3,44,0,0,2422,0,1,44,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,47,11,1180.8,527.6,521.7,53,6,3,0,4641079,3070,618,4640018,4640021,4640023,2,5,"SFIX",4640212,-189,-181,FALSE,0,2,293,6,NA,NA
"3001",73673,35,80,3,60,5898996,5899197,436,725.1,7,201,91,1,2,12,12,69,4,"when",4,57,0,0,2158,0,1,37,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,61,11,1460.3,565.3,514.9,65,4,4,0,5898904,3120,618,5898947,5898947,5898950,3,3,"SFIX",5898996,-46,-38,TRUE,1,3,425,1,NA,NA
"3002",73621,35,81,1,8,4624334,4624481,467.1,791.2,7,147,53,1,2,12,12,61,7,"parents",1,43,0,0,1731,0,2,60,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,50,12,1239.9,549.2,531.4,54,4,7,0,4624280,3068,618,4624304,4624307,4624309,2,5,"SFIX",4624334,-25,-17,TRUE,1,1,342,7,NA,NA
"3003",83667,35,82,2,55,5780736,5780982,391.6,692.3,8,246,60,1,2,11,11,69,4,"after",4,53,0,0,3585,0,1,66,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,57,17,1340.6,621.8,490.4,65,8,4,0,5780675,3115,618,5778791,5778803,5778808,5,17,"SFIX",5778846,-38,-30,FALSE,0,2,267,7,NA,NA
"3004",63697,35,83,3,78,6510114,6510328,345.7,703.5,6,214,74,1,2,12,12,63,8,"charity",4,46,0,0,2008,0,2,57,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,54,18,1179.2,533.5,510.8,55,1,8,0,6510039,3138,618,6510083,6510087,6510088,1,5,"SFIX",6510114,-26,-18,TRUE,1,3,269,5,NA,NA
"3005",93634,35,84,1,25,4972422,4972746,454.9,708.7,9,324,62,1,2,13,13,73,7,"three",2,59,0,0,2393,0,2,66,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,66,14,1511.1,575.3,527.7,66,0,7,0,4972359,3085,618,4972398,4972401,4972404,3,6,"SFIX",4972422,-18,-10,TRUE,1,1,338,7,NA,NA
"3006",93646,35,85,2,37,5390133,5390428,277.9,728.1,9,295,51,1,2,11,11,59,4,"that",4,44,0,0,2677,0,1,49,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,48,9,1068,355.9,540.9,55,7,4,0,5390081,3097,618,5389529,5389541,5389542,1,13,"SFIX",5389696,-154,-146,FALSE,0,2,154,7,NA,NA
"3007",83613,35,87,1,1,4481290,4481478,380.7,760.2,8,188,52,1,2,15,15,63,9,"heard",0,45,0,0,2314,0,3,63,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,54,13,1190.5,447.1,533.2,54,0,9,0,4481237,3061,618,4480576,4480584,4480586,2,10,"SFIX",4480763,-177,-169,FALSE,0,1,230,9,NA,NA
"3008",113762,35,88,2,83,6638081,6638273,320.4,660.3,11,192,54,1,2,13,13,71,6,"our",1,43,0,0,2871,0,2,62,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,49,18,1078,525.6,469.3,65,16,6,0,6638026,3143,618,6638062,6638064,6638066,2,4,"SFIX",6638081,-15,-7,TRUE,1,2,160,9,NA,NA
"3009",53698,35,89,3,71,6298790,6298969,426.6,736.9,5,179,62,1,2,13,13,62,8,"accidentally",0,42,0,0,1302,0,3,44,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,50,21,1179.5,662.9,527.8,54,4,8,0,6298727,3131,618,6298750,6298753,6298753,0,3,"SFIX",6298790,-37,-29,TRUE,1,3,348,5,NA,NA
"3010",83697,35,90,1,85,6666791,6667013,306.2,717.3,8,222,64,1,2,12,12,69,4,"fluently,",4,55,0,0,3423,0,1,66,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT35.asc",0,0,59,16,1296.2,523.4,562.9,65,6,4,0,6666726,3145,618,6665432,6665432,6665433,1,1,"SFIX",6665506,-73,-65,FALSE,0,1,247,4,NA,NA
"3011",93776,36,1,3,77,12580971,12581155,378.8,733.5,9,184,60,1,2,11,11,59,5,"their",5,46,0,0,2028,0,1,63,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT36.asc",0,0,51,13,1206.6,517.1,514.7,54,3,5,0,12580847,3227,618,12580934,12580937,12580938,1,4,"SFIX",12580971,-33,-25,TRUE,1,3,351,2,NA,NA
"3012",162851,36,2,1,89,12764467,12764574,372.5,660.7,16,107,84,1,2,13,13,69,2,"son",2,60,0,0,3434,0,1,42,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT36.asc",0,0,62,NA,1458.4,312.6,507.9,67,5,2,1,12764382,3239,618,12764429,12764431,12764435,4,6,"SFIX",12764467,-32,-24,TRUE,1,1,348,2,312.6,-1
"3013",93744,36,3,2,45,12053647,12053828,357.1,731.9,9,181,69,1,2,12,12,59,4,"music",4,51,0,0,1670,0,1,49,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT36.asc",0,0,55,NA,1284.1,242.2,544.5,55,0,4,1,12053577,3195,618,12053604,12053607,12053608,1,4,"SFIX",12053647,-39,-31,TRUE,1,2,249,7,242.2,0
"3014",113888,36,4,3,56,12173515,12173634,402.9,696.3,11,119,67,1,2,15,15,75,8,"enjoyed",0,56,0,0,2004,0,3,40,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT36.asc",0,0,64,4,1407.7,328.7,525.6,67,3,8,1,12173447,3206,618,12173479,12173482,12173484,2,5,"SFIX",12173515,-31,-23,TRUE,1,3,327,5,328.7,1
"3015",103731,36,5,1,32,11862517,11862634,423.3,720.4,10,117,61,1,2,11,11,60,5,"where",5,44,0,0,1872,0,1,47,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT36.asc",0,0,49,NA,1217.6,320.5,513.8,55,6,5,1,11862455,3182,618,11862480,11862482,11862485,3,5,"SFIX",11862517,-32,-24,TRUE,1,1,340,5,320.5,-1
"3016",113786,36,6,2,5,11302320,11302467,293.2,749.9,11,147,72,1,2,12,12,70,4,"because",4,49,0,0,3196,0,1,53,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT36.asc",0,0,53,NA,1174.2,211.2,520.4,66,13,4,1,11302247,3155,618,11302272,11302274,11302277,3,5,"SFIX",11302320,-43,-35,TRUE,1,2,170,7,211.2,3
"3017",93712,36,7,3,13,11431212,11431428,308,727.9,9,216,56,1,2,13,13,60,6,"small",4,45,0,0,2144,0,2,40,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT36.asc",0,0,51,17,1124.2,499.3,518.5,54,3,6,0,11431155,3163,618,11431177,11431180,11431181,1,4,"SFIX",11431212,-31,-23,TRUE,1,3,264,3,NA,NA
"3018",83739,36,8,1,37,11938720,11938960,337.3,728.8,8,240,65,1,2,15,15,68,3,"because",3,50,0,0,1534,0,1,66,0,NA,1,"accurate","C:/Data/corr_sacc/asc/JITT36.asc",0,0,53,10,1231.5,463.1,507.2,65,12,3,0,11938654,3187,618,11938685,11938688,11938689,1,4,"SFIX",11938720,-31,-23,TRUE,1,1,294,3,NA,NA
"3019",123161,36,9,2,71,12475772,12475870,368.5,733.8,12,98,62,1,2,12,12,59,6,"barking",1,45,0,0,2957,0,2,39,0,NA,1,"undersweep","C:/Data/corr_sacc/asc/JITT36.asc",0,0,51,NA,1176.2,249.7,521,53,2,6,1,12475709,3221,618,12475733,12475736,12475737,1,4,"SFIX",12475772,-35,-27,TRUE,1,2,212,9,249.7,3
